userid,text
4778766399,#双黄连可抑制新型冠状病毒#  #口罩# 《口罩、消毒液、一次性手套等优惠信息今日合辑》  O口罩、消毒液、一次性手套等优惠信息今日合辑 ?
3634931096,#双黄连可抑制新型冠状病毒#板蓝根说，居然有人想动摇我的地位？做梦吧！ O双黄连可以抑制新型冠状病毒，这会成为疫情的转折点吗? ?
8139988547,清醒一点好吗  这个双黄连是给鸡喝的 都把别人买下架了  #双黄连可抑制新型冠状病毒# ???
3786040307,内地药房双黄连口服液一夜卖光#双黄连可抑制新型冠状病毒# L搞笑苹的微博视频 ?
4854542728,内地药房双黄连口服液一夜卖光#双黄连可抑制新型冠状病毒# L搞笑州的微博视频 ?
4108845888,内地药房双黄连口服液一夜卖光#双黄连可抑制新型冠状病毒# L搞笑沪的微博视频 ?
8517502305,体外体外！体外你发个鸡鸡让人去吃！体外洁尔阴也可以啊！欺负别人都是文盲？@人民日报 #双黄连可抑制新型冠状病毒#
4335179467,别再抢双黄连了！上海药物所对新型肺炎是否有效，我们也不好说#双黄连可抑制新型冠状病毒# L打不赢就跑爱发呆的微博视频 ?
6171158621,别再抢双黄连了！上海药物所对新型肺炎是否有效，我们也不好说#双黄连可抑制新型冠状病毒# Lgezi988的微博视频 ?
3109179334,#双黄连可抑制新型冠状病毒# ?
8001248502,#双黄连可抑制新型冠状病毒##疫情防控 甘肃在行动##新型冠状病毒##双黄连自制方法独家首发##双黄连自制方法##自制双黄连口服液#  看到很多老百姓抢购双黄连口服液，大可不必，现在提供自制方法，拿去不谢！双黄连口服液是以金银花、黄芩、连翘为主要原料精制而成的抗菌抗病毒的纯中药制剂。处方如下：（1000ml为参考）金银花380g   黄芩380g   连翘750g   蔗糖350g   香精适量，辅助PH调节剂：氢氧化钠溶液，以上原料可到任一有中药房的药店购得，香精根据自己情况可以免去； 双黄连主要功效为疏风解表、清热解毒之功效。用于外感风热所致的感冒，症见发热，咳嗽，咽痛。其药理作用：双黄连口服液对多种病菌抑制作用，范围比较广，如链球菌、肺炎双球菌、金葡萄菌、伤寒杆菌、副伤寒杆菌、大肠杆菌、绿脓杆菌、福氏杆菌、宋内氏杆菌、志贺氏杆菌、鲍氏杆菌、革兰氏阴性菌、小肠结肠炎耶氏菌等。抑制病毒作用有流感病毒甲、乙型、上呼吸道合胞病毒、柯萨奇病毒、艾可病毒、流行性腮腺炎病毒、带状疱疹病毒等。还具有消炎、解热、阵痛作用。还具有提高细胞免疫作用，调节和增强机体的多种免疫功能，这一点很重要哦！ 接下来给大家讲一下简易制作方法： 1、每1000mL口服液的原料组成为金银花350～400g、黄芩350～400g、连翘700～800g、蔗糖300～400g。 2、金银花加水温浸30分钟后，煎煮二次，每次2小时，合并煎液，取滤液。3、连翘加水温浸30分钟后，煎煮二次，第一次2小时，第二次1小时，合并煎液，取滤液。 4、将黄芩粉碎后加水煎煮三次，第一、二次各2小时，第三次1小时，合并煎液，取滤液。5、按配方量将金银花、黄芩提、连翘滤液混合，加水适量，搅拌至均匀，用氢氧化钠溶液调节pH值至6.0～8.0（如果不会可以略过），搅匀，再滤过，搅匀，放置10分钟后，加蔗糖（或白糖），搅拌使溶解，用氢氧化钠溶液调节pH值至6.0～8.0（不会可略），加水稀释，制成药液总量，搅匀，滤过，灌装，灭菌，即得。*以上方剂仅限短期内服用方法，不可用于生产 收起全文d
3465534269,#双黄连对新型冠状病毒不具针对性##双黄连可抑制新型冠状病毒# 初步实验！抑制抑制抑制！一群啥也没弄明白的网民以为是特效药，预防针，就开始去抢药，就开始去喷中医，就开始去喷研究人员和人民日报，害。顶多怪人民日报没有考虑到人民的力量，应该发的时候提醒一下不要过分解读。相信政府，相信央媒，武汉加油 收起全文d
8754836109,@冷眼看天色: 实验室体外研究证明有抑制病毒的效果与服用后是否有效果完全是两码事。就像白开水在体外足以杀死病毒而口服后完全没有作用是一个道理。这样的研究结果，除了误导网民，别无他用。不要再重申，越描越黑，网民不是傻子。#双黄连可抑制新型冠状病毒#
4197531813,#双黄连可抑制新型冠状病毒##新型冠状病毒感染肺炎#我没有去抢。我收到的消息是晚上，然后，早上起床又有别的说法了 O双黄连可抑制新型冠状病毒，你参与抢购了吗? ?
2617105858,【#武汉肺炎##双黄连可抑制新型冠状病毒# 】中国科学院上海药物所和武汉病毒所经过联合研究，初步发现中成药双黄连口服液可抑制新型冠状病毒(2019-nCoV)。但抑制和预防是不同概念，所以，再次提醒大家：普通人请勿自行服用双黄连口服液，运用中医中药，脱离辨证论治都是不准确的！治病请遵医嘱。一些别有用心的人混淆视听，趁机发国难财，大家要理智对待，就像专家说的，你又没有病，乱吃什么药！ 收起全文d
4311686129,#双黄连可抑制新型冠状病毒# 投资有风险  入市需谨慎#网售双黄连口服液基本脱销# ?
3969903970,#双黄连可抑制新型冠状病毒#又传谣，又造谣，这就是官方媒体，赞 ?
7402390489,"#双黄连可抑制新型冠状病毒# 这一天真的很奇妙!我平时没怎么关注微博上的热点,最近没事干算是多看了一些,然而还是没赶上凑热闹的正时!昨晚人民日报发微博说""双黄连可抑制新型冠状病毒肺炎"",下面有卫健委的抬头,虽然说了仍是临床试验阶段,但还是相当于把试验的药给广而告之.一时之间双黄连口服液被爆买,当我再点开的时候,确实网络的双黄连口服液都没了;据说网民还去药店排队买.真是笑死我了!就这么一则微博就能让一种药被扫光,而且当时还没确定是否真的可行,大家就已经一窝蜂去买了.有人甚至连兽用双黄连都买,更甚者有人买""双黄莲蓉月饼""???快把爷笑得咳死了!文章虽然说的有抑制作用,然而理智的人还是说盲目喝双黄连不可取,然后今天人民日报也自己出来把昨天说过的推翻了,自己打自己脸 2肇庆·广信新城 收起全文d"
6461160748,#双黄连可抑制新型冠状病毒#央视新闻  微博  已辟谣 ，没有临床表明具有针对性。 O双黄连可以抑制新型冠状病毒，这会成为疫情的转折点吗? ?
2636999237,#双黄连可抑制新型冠状病毒#不会 O双黄连可以抑制新型冠状病毒，这会成为疫情的转折点吗? ?
8354081094,#双黄连可抑制新型冠状病毒##新型冠状病毒感染肺炎#没有，留给需要的人 O双黄连可抑制新型冠状病毒，你参与抢购了吗? ?
