userid,text
8428173458,#最新疫情地图#【#我在岗位上#】防控疫情是当前重中之重的任务。疫情就是命令，防控就是责任。这是一场与病毒角力的斗争、与时间赛跑的硬仗，只能赢不能输。坚定信心、同舟共济、科学防治、精准施策，我们一定等到烟消云散，拥抱春暖花开。 @人民日报 ?
3835029554,#最新疫情地图#有些人，个可以就是说好好呢待的，你为大家做奉献个要的，mmp到处乱跑，故意传染给别人噶，求求你，为了武汉，为了大家为了中国，为了我呢大云南，求你，放过别人 ?
3971524060,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
3682763322,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
4105923777,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
4023646936,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
3653650248,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
3975854262,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
3691909600,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
4044560943,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
4029514994,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
4334689999,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
3927234808,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
3968932825,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
3994192674,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
3968844988,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
6187188884,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
4030029581,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
8782817476,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
3680572532,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
2985991823,#最新疫情地图#【致敬我们一生中不可或缺的人——医生】生命最初的啼哭，由他们开启；成长路上的磕碰，有他们守护；初为父母的喜悦，有他们关怀；突如其来的病痛，有他们陪伴…他们，是用生命拯救生命的中国医师，他们普通又特殊，平凡却伟大。拒绝暴力，呼吁理解，转发致敬！ #武汉ICU医生的心愿#  ?  ? L人民日报的秒拍视频 收起全文d
