userid,text
4082263920,贵州援鄂的护士，“你们见过武汉的凌晨两点吗？“好美丽的天使辛苦了哈 #北京一确诊病例复工期间密切接触66人##韩国确认发生超级传播#  ????   ????   ????   ????  L全搞笑也的微博视频 ?
4076864165,乌克兰卫生部称飞机上没有患病乘客，3名乌克兰人因发烧留在中国。总理在现场向民众保证被隔离的人不会造成威胁！   ????#北京一确诊病例复工期间密切接触66人##韩国确认发生超级传播#  L来个评论的微博视频 ?
3918284891,一位新冠肺炎患者的自述：我在方舱医院的一天。#山东新增202例新型肺炎##韩国确认发生超级传播#L热门视频合集的微博视频 ?
3567199810,#韩国确认发生超级传播#新闻发言人还没戴口罩呢，等他们戴口罩了才是真的事态严重 ?
3917118394,疫情挡不住爱情，当事人回答亮了…#山东新增202例新型肺炎##韩国确认发生超级传播#L热门视频合集的微博视频 ?
3574221243,#韩国确认发生超级传播#在瘟疫面前，没有哪个国家和地区可以嘲笑别人的，对，说得就是台湾 ?
3020032223,為什麼不能掉以輕心。為什麼不能把拼命搶回來的時間、成績、生命，扔到窗外。韓國也能outbreak的話，各城何以掉以輕心？這敵，是不能輕。。#韩国确认发生超级传播#
3848156476,疫情挡不住爱情，当事人回答亮了…#山东新增202例新型肺炎##韩国确认发生超级传播#L奇葩帖的微博视频 ?
3922069152,疫情挡不住爱情，当事人回答亮了…#山东新增202例新型肺炎##韩国确认发生超级传播#L奇葩帖的微博视频 ?
3654619123,我们完整的产业链，全球可能只有中国能做到，体制决定命运！真到战争时，这就是强大的后背力量，美国是做不到的   ????#北京一确诊病例复工期间密切接触66人##韩国确认发生超级传播#   ????   ????  L鲜事趣闻的微博视频 ?
3581998031,贵州援鄂的护士，“你们见过武汉的凌晨两点吗？“好美丽的天使辛苦了哈 #北京一确诊病例复工期间密切接触66人##韩国确认发生超级传播#  ????   ????   ????  L笑味君的微博视频 ?
8175287388,#韩国确认发生超级传播#好像一直没看到韩国关于疫情的信息，02fRqUQ21，然一看就已经是超级传播了 ?
4321724969,贵州援鄂的护士，“你们见过武汉的凌晨两点吗？“好美丽的天使辛苦了哈 #北京一确诊病例复工期间密切接触66人##韩国确认发生超级传播#  ????   ????  L搞笑沙雕的微博视频 ?
3591192516,港反对派议员朱凯迪大力推广布口罩，被网友狠批：对科学知识一知半解，真的会害死人。 ????#北京一确诊病例复工期间密切接触66人##韩国确认发生超级传播# ????
3590758848,港反对派议员朱凯迪大力推广布口罩，被网友狠批：对科学知识一知半解，真的会害死人。 ????#北京一确诊病例复工期间密切接触66人##韩国确认发生超级传播# ????
