userid,text
6420436365,#意大利居民拒戴口罩要自由#现在不戴口罩难道不就像没穿内裤的野人吗 ?
2784015447,//@丹程journey:真搞不懂老外莫名的自信，真是蠢，什么时候了自由比命更重要？！#意大利居民拒戴口罩要自由#
2799520048,#意大利居民拒戴口罩要自由#生活中中国真好。 ?
6061570710,#意大利居民拒戴口罩要自由#浴室的搭配主要是白色搭配木质风格。墙上挂着的水墨花给整个浴室带来了一些古典而高雅的美感。 ?
3937790496,以前总有人说币圈不靠谱现在朋友圈里有些朋友比我币圈里的还不靠谱，一张嘴就是20万把额温枪需求，按照成本价出来也得是几千万了所以，你要是有这钱要不要考虑直接建个生产线，想生产多少就生产多少#意大利居民拒戴口罩要自由# ?
3923373606,#意大利居民拒戴口罩要自由#我想到了五月天的《温柔》“我给你自由 我给你自由 我给你全部全部自由～” ?
2625055391,#意大利居民拒戴口罩要自由# ?
4748205698,#意大利居民拒戴口罩要自由#卧槽，自由去吧 ?
6415717475,#意大利居民拒戴口罩要自由#不能理解这些人脑子里装的是什么自由重要还是命重要…这是要实现“若为自由故，两者皆可抛”吗真心觉得生在中国是一件幸福的事????期待春暖花开 2石家庄 ?
4006058365,#意大利居民拒戴口罩要自由#si了就自由了 ?
7118717949,#意大利居民拒戴口罩要自由#戴口罩怎么就不自由了 ?
8784063937,#意大利居民拒戴口罩要自由#呆梨是真的让我惊呆......威尼斯电影节悬了 ?
6061571475,#意大利居民拒戴口罩要自由#深蓝色的花纹理的被套和不同颜色的抱枕搭配在一起，清新而自然。床头搭配简易的木制椅子用于摆放书籍和台灯。 ?
6130880661,#意大利居民拒戴口罩要自由#这让我想起了一首诗生命诚可贵，爱情价更高。若为自由故，两者皆可抛。作者好像不是意大利人吧 ?
3006982291,#意大利居民拒戴口罩要自由#我本来还想毕了业去看看 收起全文d
4005599449,#意大利居民拒戴口罩要自由#what最近奇葩事真的越来越多了 ?
4481234115,“健康第一位，不要吃野味。” L博爱兰州的微博视频 ???#兰州万众一心全民战疫##疫情防控 甘肃检察在行动# ???#意大利居民拒戴口罩要自由# ???
