userid,text
6003207887,钟南山院士说了 疑似在家隔离很危险 这里应该是集中收治疑似的 #钟南山称疑似病例自行隔离非常危险#
6941179912,#钟南山称疑似病例自行隔离非常危险##从武汉回来请自行隔离#一挂解千愁 O钟南山称疑似病例自行隔离非常危险，正确的处理方法是什么？ ?
4383081305,【来了！解放军携58吨物资支援湖北】昨天凌晨，空军出动8架运输机，从沈阳、兰州、广州、南京起飞，空运795名军队支援湖北医疗队队员和58吨物资，上午9点半空军8架大型运输机抵达武汉！这是继汶川、玉树抗震救灾之后，空军参与非战争军事行动同时出动大型运输机数量最多的一次。。。#钟南山称疑似病例自行隔离非常危险##地方不得以任何名义截留调用医疗物资# ????  L央视军事的微博视频 收起全文d
2637685709,#钟南山称疑似病例自行隔离非常危险##宅家美食日记# ?
7878207726,【钟南山谈疫情死亡率】钟南山：目前确诊病例病死率大概是2.3%、2.4%，因为患者集中，武汉病死率要高于外地。但不应该因为病死率低，就放松警惕。总的来说，与H7N9、MERS、H5N1相比，病死率相对低，但比普通的流感要高。（央视）  #成都5.1级地震# #钟南山称疑似病例自行隔离非常危险# L央视新闻的微博视频 收起全文d
2712236339,//@爱吃辣的龙猫君:#钟南山称疑似病例自行隔离非常危险#
7683564175,#钟南山称疑似病例自行隔离非常危险#
3289038041,递了根烟到崔元面前，献媚般的#欧洲杯#笑道，“崔大哥，您可总算来了，我爷爷都和您说好了吧？” 　　崔元接过 #钟南山称疑似病例自行隔离非常危险# ?
3757465041,#钟南山称疑似病例自行隔离非常危险# #抗击新型肺炎我们在行动# #抗击新型肺炎第一线#
3295645317,也明白，如果不把这#欧洲杯#块玉的来历说清楚，恐怕崔元的眼神一定会从恐惧变成贪婪。毕竟，龙凤会未来继承人的宝座，可是**中 #钟南山称疑似病例自行隔离非常危险# ?
3757465041,#钟南山称疑似病例自行隔离非常危险# #抗击新型肺炎我们在行动##抗击新型肺炎第一线#
