userid,text
4082263920,气愤！吸毒男子拒不佩戴口罩，还辱骂现场工作人员和民警！ #钟南山说当务之急要鉴别流感和新冠肺炎##中国首款可重复使用口罩# 复使用口罩#  ????   ????   ????   ????  O网页链接 ?
3836723772,#中国首款可重复使用口罩#第九，“大话易失信”。一个人说大话，只要他跟你说：“你放心，包在我身上，肯定不会错。”TZ告诉你，你就要当心了。如果这个人跟你说：“我尽我的能力去试试看，我过去做过的，应该不会出事，应该不会有什么问题，我一定去想办法。”那这个人可以相信他。如果说：“你放心吧，包在我身上，百分之一百的。买几张火车票，买几张飞机票，还了不得……”一言九鼎，人在拍胸脯之前，要先掂量掂量自己的心量和能量，看你有没有这个能力去做这个事情。如果你没有能力你去做，你肯定是妄语。 收起全文d
3479325768,#中国首款可重复使用口罩##中国首款可重复使用口罩上市#上海一家企业利用新型纳米材料，开发出了国内第一款可循环使用、可多次消毒，同时过滤级别达到了N95的防护口罩， 这是个好消息，不过还是要看价格和产能吧：价格过高，买的人就少；产能过小，大部分人就买不到。这个口罩过滤达N95级可使用20次！目前已投入到批量生产。据了解，这个类型的口罩，从最初方案到定型，再到检测合格生产不到两周。这迅速强大的背后，是很多部分努力配合的结果。新型口罩的生产，有利于医学的发展，也有利于我们防止疾病的产生。希望这批口罩能够尽快投入到一线的使用，保护好正在为我们奋斗的医护人员和各界人士！#中国首款可重复使用口罩##中国首款可重复使用口罩上市#  O国内首款可重复使用口罩上市，你觉得价格定在多少合适? 收起全文d
4826269281,#中国首款可重复使用口罩##中国首款可重复使用口罩上市#我觉得30元左右吧！价格不宜太贵，比较从新年开始到现在，大家都处在待复工的状态下，没有经济收入。所以一开始的定价不宜太高 O国内首款可重复使用口罩上市，你觉得价格定在多少合适? ?
3544304238,#中国首款可重复使用口罩#聪明女人懂得为自己而活，自尊自强自爱，生活才会更有价值，这样的女人身上会散发出迷人的芬芳。“爱自己是万爱之源，学会爱自己，因为这是世界上最伟大的爱。” ?
4022516767,这位从武汉回来的狱警，刻意隐瞒继续上班？#中国首款可重复使用口罩##首尔市长劝市民解散遭围攻#L热门视频合集的微博视频 ?
2666636739,#中国首款可重复使用口罩#----因我母亲普通感冒，被太原市太航医院治死，为此我申请了医疗鉴定，这个权利是国家赋予每个公民的。当所有证据指向医院是治死我母亲的凶手时，太原市卫健委伙同太航医院在拖了1年7个月后，竟然剥夺了我的医疗鉴定权。它们玩忽职守，滥用职权。中国的人权可以被随便剥夺吗？投诉渠道被堵死，已无路可走（“某斌”就直接找医生）我只能选择网上寻求帮助。医患关系尖锐，全是卫健委不作为造成。它们冷血的看着：医患相互伤害，被“歌喉”，座“牢房”卫健委是祸源。它手上沾满医与患的鲜血，它踩着双方的残肢和尸体向上爬。我实名举报太原市卫健委权力寻租，是黑保护伞，太原市太航医院就是权力的受益者。我真诚希望监察纪检，卫生系统的上级部门能来审查。先查我举报是否属实，不属实法办我。如果查出太原市卫健委确实违法，请对蛀虫别手软。我的资料它们2方全有。                                                                        患者儿子：李杰                                                                               日期：2019.9如果本人突然不发微博了，那就是在无依法处理医疗纠纷前，就被某部门控制自由了，那就意味着我的自由人权被侵犯。本人既然敢发，就无惧后果。因为所说全部属实。【不要总想搞死发现问题的受害者，却放了那些制造矛盾违法行政单位。】@陈维安KennethChen@梁君彦@晓辰@石房有man@蒋丽芸@柯创盛@穆sir@香港衛視HKS@黄智贤星球@謝偉俊2011@涂謹申@劉健儀Miriam@馮兆寧@陳維安KennethChen@梁君彥@楊哲安JeremyYoung @許曉暉FlorenceHui@羅范椒芬 @林健鋒Jeffrey@林健鋒Jeffrey@香港八叔@方國珊@浩洋_Roger@劉皇發 @梁君彥@梁劉柔芬@刘梦熊@譚偉豪@lalagu @曾鈺成@屈穎妍002 @李力持导演@ETtoday新聞雲@美东侨报@日本新闻网微博@亚洲新闻周刊杂志 收起全文d
3581998031,气愤！吸毒男子拒不佩戴口罩，还辱骂现场工作人员和民警！ #钟南山说当务之急要鉴别流感和新冠肺炎##中国首款可重复使用口罩# 复使用口罩#  ????   ????   ????  L笑味君的微博视频 ?
4321724969,气愤！吸毒男子拒不佩戴口罩，还辱骂现场工作人员和民警！ #钟南山说当务之急要鉴别流感和新冠肺炎##中国首款可重复使用口罩# 复使用口罩#  ????   ????  L搞笑沙雕的微博视频 ?
3916873061,环卫工人退房后主动把房间打扫干净，感动许多网友！#中国首款可重复使用口罩##首尔市长劝市民解散遭围攻#L热门视频合集的微博视频 ?
