userid,text
3850686568,#崇州是我国领土不可分割的一部分##崇州辅警不配合登记被辞退##全国第1例新冠肺炎逝世患者遗体解剖##你爹可能要大意失荆州了##高福回应论文争议# @北京日报 @人民日报 @人民网 @螺蛳粉哥 @环球时报 @来个评论 @朱一旦的枯燥生活 真的要这么明显吗？家有大官就是好啊！ ?
3577527194,#全国第1例新冠肺炎逝世患者遗体解剖#致敬?? ?
4398917964,#全国第1例新冠肺炎逝世患者遗体解剖#感谢?? 向捐献遗体的患者和家属致敬?? ?
4604192418,#全国第1例新冠肺炎逝世患者遗体解剖#平凡之人的伟大 ?
4911675895,#全国第1例新冠肺炎逝世患者遗体解剖# 疫情期间的西安天空蔚蓝蔚蓝，安静的像个小山村。也是另一种感觉 2西安·西安建筑科技大学华清学院 ?
8688258096,#全国第1例新冠肺炎逝世患者遗体解剖#向为了中国抗击新冠状病毒做出贡献的所有人致敬！你们的无私奉献是为了大家更好的面对疫情，很伟大！值得所有人永远铭记！ ?
2680357845,越来越严了…#全国第1例新冠肺炎逝世患者遗体解剖# L曹操爆料的微博视频 ?
8150807252,#全国第1例新冠肺炎逝世患者遗体解剖#真的很感谢家属的理解这是有多大的勇气下了多大的决心啊 ?愿疫情早点结束，大家恢复正常生活，加油！ ?
4114893221,#全国第1例新冠肺炎逝世患者遗体解剖# ?
6695379804,#全国第1例新冠肺炎逝世患者遗体解剖#首先要非常感谢遗体的捐献者及其家属，这将对目前疫情的控制和医学的发展起了推动性的作用，对于新冠肺炎的微观研究有极大作用。同时也感谢付出10余小时冒着风险来解剖的几位教授。战胜病毒，势在必得，我国威武。 2保定 ?
8189533817,#全国第1例新冠肺炎逝世患者遗体解剖#致敬逝者家属 ?
7195172606,【#全国第1例新冠肺炎逝世患者遗体解剖#】2月16日凌晨3时许，全国第1例新冠肺炎逝世患者的遗体解剖工作完成，并成功拿到新冠肺炎病理。同日18时45分，第2例新冠肺炎逝世患者的遗体解剖工作完成，这两具解剖病理目前已被送检。参与解剖工作的同济医学院法医学系教授刘良说，上述两例解剖目前已完成取样工作，完成病理报告最快需10日。L紧急呼叫的秒拍视频 @紧急呼叫 收起全文d
7603315712,【#鞋子会把病毒带回家吗#？#从外面回家鞋子需要消毒吗#？】中国疾控中心研究员冯录召表示：日常生活中无需对鞋底消毒，保持清洁即可，建议回家之后在门口换鞋。L人民日报的微博视频 ???#全国第1例新冠肺炎逝世患者遗体解剖# ?
